Respondent,Professional,FormalEducation,MajorUndergrad,HomeRemote,CompanySize,CompanyType,YearsProgram,YearsCodedJob,CareerSatisfaction,JobSatisfaction,TabsSpaces,IDE,Methodology,Gender,HighestEducationParents,Race,Salary
50672,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,20 to 99 employees,"Privately-held limited company, not in startup mode",6 to 7 years,1 to 2 years,7,7,Tabs,Notepad++; Sublime Text; Visual Studio; Visual Studio Code,NA,Male,A bachelor's degree,NA,4.60E+04
50724,Professional developer,Secondary school,NA,A few days each month,100 to 499 employees,Government agency or public school/university,9 to 10 years,5 to 6 years,8,7,Tabs,Visual Studio; Visual Studio Code,NA,Male,"Some college/university study, no bachelor's degree","Black or of African descent; Native American, Pacific Islander, or Indigenous Australian",5.70E+04
50731,Professional developer,Bachelor's degree,Computer science or software engineering,All or almost all the time (I'm full-time remote),20 to 99 employees,"Privately-held limited company, not in startup mode",5 to 6 years,5 to 6 years,8,6,Spaces,Atom; IntelliJ,NA,Male,"Some college/university study, no bachelor's degree",White or of European descent,7.50E+04
50748,Professional developer,Some college/university study without earning a bachelor's degree,Fine arts or performing arts,It's complicated,"10,000 or more employees",Publicly-traded corporation,4 to 5 years,Less than a year,8,8,Tabs,IPython / Jupyter; Xcode,Waterfall; Agile; Scrum; Pair; Mob; Kanban,Male,"Some college/university study, no bachelor's degree",White or of European descent,6.80E+04
50752,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,500 to 999 employees,Publicly-traded corporation,6 to 7 years,1 to 2 years,9,8,Tabs,Sublime Text; Vim; IntelliJ,Agile; Scrum,Male,A doctoral degree,East Asian,1.00E+05
50755,Professional developer,Bachelor's degree,Fine arts or performing arts,Never,20 to 99 employees,"Privately-held limited company, not in startup mode",15 to 16 years,6 to 7 years,7,8,Spaces,Sublime Text; Vim,NA,Gender non-conforming,A master's degree,White or of European descent,8.00E+04
50766,Professional developer,Some college/university study without earning a bachelor's degree,Computer science or software engineering,A few days each month,500 to 999 employees,Publicly-traded corporation,12 to 13 years,3 to 4 years,8,7,Tabs,Notepad++; Android Studio; Eclipse; Visual Studio,Waterfall; Agile; Lean; Scrum; Kanban,Male,"Some college/university study, no bachelor's degree","Native American, Pacific Islander, or Indigenous Australian; White or of European descent",1.10E+05
50769,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,"10,000 or more employees","Privately-held limited company, not in startup mode",3 to 4 years,2 to 3 years,8,5,Spaces,NA,NA,NA,NA,NA,6.80E+04
50850,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,"10,000 or more employees",Publicly-traded corporation,2 to 3 years,Less than a year,8,8,Spaces,Atom; Sublime Text; Vim; Visual Studio; Visual Studio Code,NA,Male,A bachelor's degree,White or of European descent,6.80E+04
50854,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,20 to 99 employees,"Privately-held limited company, not in startup mode",15 to 16 years,11 to 12 years,7,6,Tabs,Atom; Sublime Text; Vim; IntelliJ,Agile; Scrum; Pair; Mob; Kanban,Male,A master's degree,"Native American, Pacific Islander, or Indigenous Australian",9.80E+04
50859,Professional developer,Some college/university study without earning a bachelor's degree,A business discipline,A few days each month,500 to 999 employees,"Privately-held limited company, not in startup mode",4 to 5 years,Less than a year,8,10,Tabs,Atom; Notepad++; Vim; Visual Studio Code,Agile; Scrum,Male,A bachelor's degree,White or of European descent,5.20E+04
50866,Professional developer,Secondary school,NA,A few days each month,20 to 99 employees,"Sole proprietorship or partnership, not in startup mode",20 or more years,20 or more years,7,8,Spaces,Visual Studio,NA,Male,High school,White or of European descent,9.00E+04
50868,Professional developer,Bachelor's degree,A non-computer-focused engineering discipline,About half the time,20 to 99 employees,Venture-funded startup,5 to 6 years,3 to 4 years,6,6,Spaces,Notepad++; Visual Studio; Visual Studio Code,Waterfall; Agile; Lean; Scrum; Pair; Kanban; Domain-driven design,Female,A bachelor's degree,Middle Eastern,77500
50870,Professional developer,Bachelor's degree,Computer science or software engineering,Never,20 to 99 employees,"Privately-held limited company, not in startup mode",11 to 12 years,4 to 5 years,8,8,Spaces,NA,Agile; Pair,NA,NA,NA,7.30E+04
50884,Professional developer,Some college/university study without earning a bachelor's degree,Something else,"Less than half the time, but at least one day each week","10,000 or more employees",I prefer not to answer,2 to 3 years,1 to 2 years,8,8,Spaces,Atom; Notepad++; Sublime Text; Vim; Eclipse; IntelliJ,Agile; Scrum; Pair,Male; Other,"Some college/university study, no bachelor's degree",White or of European descent,9.00E+04
50887,Professional developer,Bachelor's degree,Computer science or software engineering,All or almost all the time (I'm full-time remote),"1,000 to 4,999 employees",Non-profit/non-governmental organization or private school/university,20 or more years,15 to 16 years,7,8,Spaces,Notepad++; Visual Studio,Agile; Scrum; Pair; Kanban,Male,A bachelor's degree,White or of European descent,9.00E+04
50958,Professional developer,Master's degree,A business discipline,A few days each month,20 to 99 employees,"Privately-held limited company, not in startup mode",20 or more years,13 to 14 years,10,7,Tabs,Sublime Text; Visual Studio,NA,Male,A master's degree,White or of European descent,1.14E+05
50968,Professional developer,Bachelor's degree,Computer engineering or electrical/electronics engineering,A few days each month,"10,000 or more employees","Privately-held limited company, not in startup mode",14 to 15 years,9 to 10 years,8,8,Both,Notepad++; PyCharm; Visual Studio,NA,Male,High school,White or of European descent,9.70E+04
50974,Professional developer,Some college/university study without earning a bachelor's degree,I never declared a major,All or almost all the time (I'm full-time remote),"10,000 or more employees",Publicly-traded corporation,20 or more years,20 or more years,10,6,Tabs,Visual Studio,Waterfall,Male,High school,White or of European descent,1.40E+05
50977,Professional developer,Some college/university study without earning a bachelor's degree,I never declared a major,All or almost all the time (I'm full-time remote),20 to 99 employees,Venture-funded startup,19 to 20 years,18 to 19 years,10,10,Spaces,TextMate,NA,Male,A master's degree,White or of European descent,107500
50979,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,100 to 499 employees,"Privately-held limited company, not in startup mode",7 to 8 years,5 to 6 years,7,9,Tabs,Atom; Vim; Android Studio; Eclipse; IntelliJ; PyCharm; Visual Studio; Visual Studio Code; Xcode,Agile; Lean; Scrum; Kanban; Domain-driven design,Male,"Some college/university study, no bachelor's degree",White or of European descent,1.20E+05
50983,Professional developer,Bachelor's degree,Computer science or software engineering,Never,"10,000 or more employees",Publicly-traded corporation,8 to 9 years,1 to 2 years,3,0,Tabs,Visual Studio,NA,Female,High school,White or of European descent,84999
50987,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,100 to 499 employees,"Privately-held limited company, not in startup mode",9 to 10 years,3 to 4 years,7,7,Both,Atom; Visual Studio,Agile; Lean; Pair; Kanban,Male,A master's degree,White or of European descent,71500
50988,Professional developer,Bachelor's degree,Something else,It's complicated,"10,000 or more employees",Publicly-traded corporation,13 to 14 years,5 to 6 years,10,9,Tabs,Visual Studio,NA,Male,High school,White or of European descent,71500
50995,Professional developer,Bachelor's degree,Psychology,All or almost all the time (I'm full-time remote),500 to 999 employees,Publicly-traded corporation,19 to 20 years,7 to 8 years,9,7,Spaces,Sublime Text; Eclipse,Agile; Scrum,NA,NA,NA,1.25E+05
50996,Professional developer,Bachelor's degree,Computer science or software engineering,Never,"1,000 to 4,999 employees",Venture-funded startup,11 to 12 years,2 to 3 years,10,7,Tabs,Sublime Text; Xcode,Agile; Scrum; Pair,Male,High school,White or of European descent,1.55E+05
51009,Professional developer,Bachelor's degree,Computer science or software engineering,Never,"10,000 or more employees",Publicly-traded corporation,9 to 10 years,4 to 5 years,7,8,Spaces,Notepad++; Vim; Eclipse; IntelliJ; NetBeans; Visual Studio,Agile,Male,A bachelor's degree,White or of European descent,6.50E+04
51013,Professional developer,Some college/university study without earning a bachelor's degree,A non-computer-focused engineering discipline,A few days each month,20 to 99 employees,"Sole proprietorship or partnership, not in startup mode",18 to 19 years,9 to 10 years,5,5,Tabs,Visual Studio,Scrum,Male,A bachelor's degree,White or of European descent,8.80E+04
51017,Professional developer,Bachelor's degree,Computer engineering or electrical/electronics engineering,"Less than half the time, but at least one day each week","10,000 or more employees",Publicly-traded corporation,20 or more years,20 or more years,8,6,Spaces,Notepad++; Android Studio; IntelliJ; PyCharm; Visual Studio,Waterfall; Agile; Scrum; Pair,Male,"Some college/university study, no bachelor's degree",White or of European descent,1.43E+05
51021,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,20 to 99 employees,"Privately-held limited company, not in startup mode",10 to 11 years,5 to 6 years,9,9,Spaces,Vim; Visual Studio; Visual Studio Code,NA,Male,A bachelor's degree,White or of European descent,1.10E+05
51023,Professional developer,Bachelor's degree,A business discipline,Never,20 to 99 employees,Pre-series A startup,14 to 15 years,7 to 8 years,7,9,Both,Sublime Text; Vim,Agile,Male,A bachelor's degree,White or of European descent,1.25E+05
51106,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,500 to 999 employees,"Privately-held limited company, not in startup mode",17 to 18 years,12 to 13 years,9,9,Spaces,Atom; Sublime Text; Vim; IntelliJ,NA,Male,"Some college/university study, no bachelor's degree",White or of European descent,1.10E+05
51115,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,100 to 499 employees,"Privately-held limited company, not in startup mode",12 to 13 years,8 to 9 years,9,10,Tabs,Sublime Text; Visual Studio,Agile,Female,A bachelor's degree,White or of European descent,1.35E+05
51116,Professional developer,Bachelor's degree,Computer programming or Web development,A few days each month,"1,000 to 4,999 employees",Government agency or public school/university,4 to 5 years,3 to 4 years,10,9,Tabs,Sublime Text; Vim; PyCharm,Agile; Scrum; Pair; Kanban,Male,High school,White or of European descent,80250
51121,Professional developer,Bachelor's degree,"Information technology, networking, or system administration",A few days each month,"1,000 to 4,999 employees",Something else,20 or more years,20 or more years,8,8,Tabs,Notepad++; Vim,NA,Male,A bachelor's degree,White or of European descent,7.60E+04
51123,Professional developer,Some college/university study without earning a bachelor's degree,Computer science or software engineering,Never,"10,000 or more employees","Privately-held limited company, not in startup mode",5 to 6 years,1 to 2 years,10,10,Tabs,Sublime Text; Visual Studio,Agile; Scrum; Extreme,Male,A master's degree,White or of European descent,7.10E+04
